make[1]: Entering directory '/home/runner/work/mddb/mddb'
[36mvite v7.3.1 [32mbuilding client environment for production...[36m[39m
transforming...
[32m✓[39m 53 modules transformed.
rendering chunks...
computing gzip size...
[2m../backend/frontend/dist/[22m[36msw.mjs  [39m[1m[2m15.97 kB[22m[1m[22m[2m │ gzip: 5.36 kB[22m[2m │ map: 139.17 kB[22m
[32m✓ built in 362ms[39m
Created data-e2e/.env from .env.example
INF TEST_OAUTH=1: Using fake Google OAuth credentials
INF TEST_OAUTH=1: Using fake Microsoft OAuth credentials
INF TEST_OAUTH=1: Using fake GitHub OAuth credentials
INF http m=GET p=/assets/Editor-Booz38UE.js s=200 d=189µs s=46497
INF http m=GET p=/assets/Auth-Dk8tjMYf.js s=200 d=67µs s=4144
INF http m=GET p=/assets/Auth-D9cCVgJl.css s=200 d=29µs s=2890
INF http m=POST p=/api/v1/auth/switch-workspace s=200 d=15ms s=1020
INF http m=GET p=/assets/AdminDashboard-mz6u66Jn.css s=200 d=118µs s=2245
INF http m=GET p=/assets/AdminDashboard-C-W2OpZP.js s=200 d=182µs s=7257
INF http m=GET p=/manifest.webmanifest s=200 d=28µs s=455
INF http m=GET p=/api/v1/notifications/unread-count s=200 d=65µs s=12
INF http m=GET p=/api/v1/workspaces/KGI6AE00000/nodes/0/children s=200 d=141µs s=13
INF http m=POST p=/api/v1/auth/register s=200 d=90.2ms s=468
INF http m=POST p=/api/v1/workspaces/KGI6AE00000/nodes/0/page/create s=200 d=30.3ms s=21
INF http m=GET p=/api/v1/workspaces/KGI6AE00000/nodes/0/children s=200 d=205µs s=243
INF http m=GET p=/ s=200 d=41µs s=1227
INF http m=GET p=/api/v1/workspaces/KGI6AE00000/nodes/KGI6BI22000 s=200 d=172µs s=231
INF http m=GET p=/assets/index-D5tXwI8s.js s=200 d=154µs s=107548
INF http m=GET p=/assets/index-Hymz4ZC4.css s=200 d=279µs s=44698
INF http m=GET p=/assets/vendor-BFNoaq9W.js s=200 d=178µs s=87451
INF http m=GET p=/assets/editor-vendor-BEwVq1OK.js s=200 d=159µs s=314634
INF http m=GET p=/registerSW.js s=200 d=29µs s=134
INF http m=GET p=/api/v1/auth/me s=200 d=109µs s=205
INF http m=GET p=/assets/en-C3TpOtlB.js s=200 d=83µs s=14704
INF http m=GET p=/assets/Onboarding-WKcPsTBu.js s=200 d=58µs s=2514
INF http m=GET p=/api/v1/notifications/unread-count s=200 d=76µs s=12
INF http m=GET p=/favicon.png s=200 d=150µs s=444
